Beat,Position,Pitch,Type
0.0,0,0,1
8.0,0,65,0
8.5,1,64,0
9.0,2,65,0
9.5,3,60,0
10.0,4,0,1
11.0,4,69,0
11.5,5,68,0
12.0,6,69,0
12.5,7,60,0
13.0,8,0,1
13.5,8,64,0
14.5,9,67,0
15.0,10,65,0
15.5,11,60,0
16.0,12,67,0
16.5,13,65,0
17.0,14,69,0
17.5,15,70,0
18.0,16,69,0
18.5,17,65,0
19.0,18,67,0
19.5,19,63,0
20.0,20,0,1
20.5,20,74,0
22.0,21,0,1
22.5,21,73,0
23.5,22,65,0
24.0,23,71,0
25.5,24,77,0
26.0,25,0,1
26.5,25,71,0
27.0,26,70,0
28.0,27,0,1
29.5,27,68,0
30.5,28,65,0
31.0,29,67,0
31.5,30,65,0
32.0,31,72,0
33.0,32,0,1
33.5,32,69,0
34.0,33,70,0
35.0,34,0,1
35.5,34,69,0
36.0,35,72,0
37.0,36,72,0
38.5,37,69,0
39.0,38,70,0
39.5,39,72,0
40.0,40,69,0
40.5,41,67,0
41.0,42,65,0
41.5,43,64,0
42.0,44,65,0
43.5,45,72,0
44.0,46,70,0
45.0,46,0,1
45.5,47,77,0
46.5,48,72,0
47.0,49,75,0
47.5,50,77,0
48.0,51,0,1
49.5,51,72,0
50.0,52,72,0
51.0,53,0,1
51.5,53,69,0
52.0,54,70,0
52.5,55,69,0
53.0,56,65,0
53.5,57,62,0
54.0,58,69,0
54.5,59,69,0
56.0,60,65,0
56.5,61,64,0
57.0,62,65,0
57.5,63,60,0
58.0,64,0,1
59.0,64,69,0
59.5,65,68,0
60.0,66,69,0
60.5,67,60,0
61.0,68,0,1
61.5,68,64,0
62.5,69,67,0
63.0,70,65,0
63.5,71,60,0
64.0,72,67,0
64.5,73,65,0
65.0,74,69,0
65.5,75,70,0
66.0,76,69,0
66.5,77,65,0
67.0,78,67,0
67.5,79,63,0
68.0,80,0,1
68.5,80,74,0
70.0,81,0,1
70.5,81,73,0
71.5,82,65,0
72.0,83,71,0
73.5,84,77,0
74.0,85,0,1
74.5,85,71,0
75.0,86,70,0
76.0,87,0,1
77.5,87,68,0
78.5,88,65,0
79.0,89,67,0
79.5,90,65,0
80.0,91,72,0
81.0,92,0,1
81.5,92,69,0
82.0,93,70,0
83.0,94,0,1
83.5,94,69,0
84.0,95,72,0
85.0,96,72,0
86.0,97,0,1
86.5,97,69,0
87.0,98,70,0
87.5,99,72,0
88.0,100,69,0
88.5,101,67,0
89.0,102,65,0
89.5,103,64,0
90.0,104,65,0
91.0,105,0,1
91.5,105,72,0
92.0,106,70,0
93.0,107,0,1
93.5,107,77,0
94.5,108,72,0
95.0,109,75,0
95.5,110,77,0
96.0,111,0,1
97.5,111,72,0
98.0,112,72,0
99.5,113,69,0
100.0,114,70,0
100.5,115,69,0
101.0,116,65,0
101.5,117,62,0
102.0,118,69,0
102.5,119,69,0
104.0,120,0,4
