On,Off,Pitch,Velocity
58775520.0,60481642.733333334,71,127
60981642.81666666,61077561.2,74,120
61230622.45,61363275.53333333,74,125
61481642.900000006,61579602.099999994,71,127
61734704.16666667,61861234.8,71,127
61993887.88333334,62104091.983333334,69,93
62248989.96666667,62371438.96666667,69,125
62471438.983333334,62575520.63333334,67,122
62620418.599999994,64591847.5,69,127
64910214.900000006,65010214.916666664,74,127
65146949.63333333,65273480.26666667,74,127
65395929.26666667,65495929.28333333,71,126
65646949.71666667,65781643.61666667,71,127
65887766.083333336,66006133.449999996,69,120
66138786.53333333,66259194.71666667,69,126
66365317.18333334,66467358.01666667,67,127
66524500.88333333,68446950.18333334,69,127
68822460.44999999,68920419.65,74,127
69061236.0,69187766.63333333,74,127
69297970.73333332,69397970.75,71,127
69561236.08333334,69675521.81666666,71,127
69814297.35,69914297.36666667,69,104
70063276.98333332,70175521.9,69,126
70293889.26666668,70397970.91666666,67,125
70551032.16666666,71732665.01666668,71,127
72016338.53333333,72314297.76666668,66,127
72375522.26666668,73865318.43333334,64,127
73977563.35,74285726.66666666,66,127
74469400.16666666,74740828.78333333,71,127
74983685.96666667,75291849.28333333,71,127
75461237.06666666,75761237.11666667,70,127
75928584.08333334,76236747.4,69,127
76424502.53333333,78375523.26666668,74,127
78620421.26666668,78720421.28333333,74,127
78861237.63333333,78979605.0,74,127
79106135.63333333,79216339.73333332,73,127
79365319.35,79495931.61666667,72,127
79589809.18333334,79702054.1,71,122
79844911.26666668,79985727.61666667,70,127
80089809.26666668,80195931.73333332,71,110
80244911.33333334,82312258.61666667,74,127
82544911.71666667,82644911.73333332,74,127
82793891.35,82928585.25,74,121
82946952.6,83038789.35,73,126
83177564.88333333,83277564.9,72,127
83414299.61666667,83538789.43333334,71,115
83659197.61666667,83757156.81666666,70,127
83902054.80000001,84126544.63333333,71,127
84253075.26666668,86173483.75,74,127
86444912.36666667,86542871.56666666,74,127
86691851.18333334,86838789.98333332,74,127
86853075.69999999,86959198.16666666,73,116
87087769.61666667,87191851.26666668,72,127
87334708.43333334,87577565.61666667,71,127
87712259.51666668,87820422.80000001,70,127
87928586.08333334,88040831.0,71,127
