Beat,Position,Pitch,Type
0.0,0,0,1
0.6666666666666666,0,65,5
1.0,1,70,5
1.6666666666666665,2,74,5
2.0,3,72,5
2.6666666666666665,4,70,5
3.0,5,69,5
3.6666666666666665,6,70,5
4.0,7,72,5
4.666666666666667,8,70,5
5.0,9,74,5
5.666666666666667,10,66,5
6.666666666666667,11,69,5
7.666666666666667,12,72,5
8.0,13,70,5
8.666666666666666,14,65,5
9.666666666666666,15,74,5
10.0,16,75,5
10.666666666666666,17,74,5
11.0,18,71,5
11.666666666666666,19,67,5
12.0,20,74,0
13.0,21,0,1
13.666666666666666,21,74,5
14.0,22,72,5
14.666666666666666,23,71,5
15.0,24,74,5
15.666666666666666,25,72,5
16.0,26,0,1
17.666666666666668,26,65,5
18.666666666666668,27,70,5
19.666666666666668,28,66,5
20.0,29,67,5
20.0,29,67,3
20.666666666666668,30,70,5
21.0,31,72,5
21.666666666666668,32,74,5
22.0,33,75,0
22.333333333333332,34,77,0
22.666666666666668,35,75,0
23.0,36,74,5
23.666666666666668,37,69,5
24.333333333333332,38,70,0
24.666666666666668,39,72,0
25.0,40,69,0
25.333333333333332,41,70,0
25.666666666666668,42,72,0
26.0,43,68,0
27.0,44,0,1
27.666666666666668,44,66,5
28.0,45,67,5
28.666666666666668,46,72,5
29.0,47,70,5
29.666666666666668,48,67,5
30.0,49,74,5
30.666666666666668,50,72,5
31.0,51,0,1
32.666666666666664,51,65,5
33.0,52,70,5
33.666666666666664,53,74,5
34.0,54,72,5
34.5,56,72,3
34.5,57,71,3
34.666666666666664,55,70,5
35.0,58,69,5
35.666666666666664,59,70,5
36.0,60,72,5
36.666666666666664,61,70,5
37.0,62,74,5
37.666666666666664,63,66,5
38.666666666666664,64,69,5
39.666666666666664,65,72,5
40.0,66,70,5
40.666666666666664,67,65,5
41.666666666666664,68,74,5
42.0,69,75,5
42.666666666666664,70,74,5
43.0,71,71,5
43.666666666666664,72,67,5
44.0,73,74,0
45.0,74,0,1
45.666666666666664,74,74,5
46.0,75,72,5
46.666666666666664,76,71,5
47.0,77,74,5
47.666666666666664,78,72,5
48.0,79,0,1
49.666666666666664,79,65,5
50.666666666666664,80,70,5
51.666666666666664,81,66,5
52.0,82,67,0
52.0,83,69,3
52.666666666666664,84,70,5
53.0,85,72,5
53.666666666666664,86,74,5
54.0,87,75,0
54.333333333333336,88,77,0
54.666666666666664,89,75,0
55.0,90,74,5
55.666666666666664,91,69,5
56.333333333333336,92,70,0
56.666666666666664,93,72,0
57.0,94,69,0
57.333333333333336,95,70,0
57.666666666666664,96,72,0
58.0,97,68,0
59.0,98,0,1
59.666666666666664,98,67,5
60.0,99,70,5
60.666666666666664,100,72,5
61.0,101,70,5
61.666666666666664,102,70,5
62.0,103,0,1
64.0,103,67,0
65.0,104,0,1
65.66666666666667,104,64,5
66.0,105,71,5
66.66666666666667,106,69,5
67.0,107,66,5
67.66666666666667,108,62,5
68.0,109,63,5
68.66666666666667,110,64,5
69.0,111,67,0
69.33333333333333,112,71,0
69.66666666666667,113,66,0
71.0,114,0,1
71.66666666666667,114,62,5
72.0,115,67,5
72.66666666666667,116,72,5
73.0,117,71,0
73.16666666666667,118,72,0
73.33333333333333,119,71,0
73.66666666666667,120,67,5
74.0,121,72,5
74.66666666666667,122,71,5
75.0,123,67,5
75.66666666666667,124,65,5
77.0,125,0,1
78.66666666666667,125,67,5
79.66666666666667,126,65,5
80.0,127,69,0
81.0,128,0,1
81.66666666666667,128,67,5
82.0,129,72,5
82.66666666666667,130,70,5
83.0,131,67,5
83.66666666666667,132,62,5
84.0,133,65,5
84.66666666666667,134,63,5
85.0,135,64,5
85.66666666666667,136,69,5
87.66666666666667,137,60,5
88.0,138,67,0
89.0,139,0,1
89.66666666666667,139,65,5
90.0,140,72,5
90.66666666666667,141,70,5
91.0,142,67,5
91.66666666666667,143,63,5
92.0,144,66,5
92.66666666666667,145,69,5
93.0,146,72,0
93.0,147,71,3
93.66666666666667,148,74,5
94.0,149,75,0
94.33333333333333,150,77,0
94.66666666666667,151,74,0
95.0,152,0,1
96.66666666666667,152,65,5
97.0,153,70,5
97.66666666666667,154,74,5
98.0,155,72,5
98.66666666666667,156,70,5
99.0,157,69,5
99.66666666666667,158,70,5
100.0,159,72,5
100.66666666666667,160,70,5
101.0,161,74,5
101.66666666666667,162,66,5
102.66666666666667,163,69,5
103.66666666666667,164,72,5
104.0,165,70,5
104.66666666666667,166,65,5
105.66666666666667,167,74,5
106.0,168,75,5
106.66666666666667,169,74,5
107.0,170,71,5
107.66666666666667,171,67,5
108.0,172,74,0
109.0,173,0,1
109.66666666666667,173,74,5
110.0,174,72,5
110.66666666666667,175,71,5
111.0,176,74,5
111.66666666666667,177,72,5
112.0,178,0,1
113.66666666666667,178,65,5
114.66666666666667,179,70,5
115.66666666666667,180,66,5
116.0,181,67,5
116.5,183,69,3
116.66666666666667,182,70,5
117.0,184,72,5
117.66666666666667,185,74,5
118.0,186,75,0
118.33333333333333,187,77,0
118.66666666666667,188,75,0
119.0,189,74,5
119.66666666666667,190,69,5
120.33333333333333,191,70,0
120.66666666666667,192,72,0
121.0,193,69,0
121.33333333333333,194,70,0
121.66666666666667,195,72,0
122.0,196,68,0
123.0,197,0,1
123.66666666666667,197,67,5
124.0,198,70,5
124.66666666666667,199,72,5
125.0,200,70,5
125.66666666666667,201,70,5
126.0,202,0,1
128.0,202,0,4
