On,Off,Pitch,Velocity
0.0,0.0,50,54
0.0,0.0,50,54
2520.1640625,2520.1640625,50,50
7875.5126953125,7875.5126953125,50,59
2800847.3349609375,2905749.1640625,65,79
2951427.1376953125,3110197.4736328125,70,100
3120908.1708984375,3279363.486328125,74,75
3274008.1376953125,3486331.9599609375,72,85
3443489.1708984375,3601944.486328125,70,98
3599424.322265625,3811748.14453125,69,69
3763234.986328125,3868136.8154296875,70,91
3922005.322265625,4080460.6376953125,72,91
4085815.986328125,4190717.8154296875,70,64
4244586.322265625,4456910.14453125,74,93
4459430.30859375,4618200.64453125,66,104
4782011.30859375,4994335.130859375,69,84
5107427.4931640625,5212329.322265625,72,88
5220204.8349609375,5378975.1708984375,70,83
5427173.30859375,5532075.1376953125,65,78
5749754.30859375,5854656.1376953125,74,110
5854656.1376953125,6013426.4736328125,75,75
6026657.3349609375,6185427.6708984375,74,95
6182592.486328125,6287494.3154296875,71,92
6346718.1708984375,6451620.0,67,78
6502653.322265625,6768530.630859375,74,105
6994400.3349609375,7099302.1640625,74,115
7153170.6708984375,7311625.986328125,72,61
7362659.30859375,7467561.1376953125,71,70
7470396.322265625,7628851.6376953125,74,101
7685240.30859375,7897564.130859375,72,118
8330402.30859375,8542726.130859375,65,100
8650463.14453125,8862786.966796875,70,107
8929886.334960938,9034788.1640625,66,98
9083301.322265625,9241756.637695312,67,77
9247111.986328125,9352013.815429688,70,108
9408402.486328125,9567172.822265625,72,81
9572528.170898438,9677430.0,74,106
9728463.322265625,9779496.64453125,75,100
9835885.315429688,9940787.14453125,77,59
9940787.14453125,10045688.973632812,75,101
10051044.322265625,10209499.637695312,74,97
10217690.170898438,10430013.993164062,69,105
10481047.315429688,10532080.637695312,70,57
10537435.986328125,10642337.815429688,72,77
10647693.1640625,10806463.5,69,90
10803628.315429688,10854661.637695312,70,50
10865372.334960938,10970274.1640625,72,91
11015952.137695312,11443434.966796875,68,85
11508014.170898438,11612916.0,66,86
11663949.322265625,11876273.14453125,67,82
11881628.493164062,11986530.322265625,72,102
11986530.322265625,12144985.637695312,70,73
12155696.334960938,12260598.1640625,67,62
12309111.322265625,12467566.637695312,74,98
12521435.14453125,12626336.973632812,72,110
13169117.30859375,13274019.137695312,65,70
13276854.322265625,13381441.130859375,70,110
13440664.986328125,13545566.815429688,74,107
13596600.137695312,13755370.473632812,72,90
13768601.334960938,13819634.657226562,70,89
13873503.1640625,14085826.986328125,69,78
14088662.170898438,14193564.0,70,67
14247117.486328125,14459441.30859375,72,90
14413763.334960938,14464796.657226562,70,75
14567178.322265625,14725633.637695312,74,85
14733824.170898438,14892279.486328125,66,74
15107438.493164062,15373630.822265625,69,84
15381506.334960938,15540276.670898438,72,90
15534921.322265625,15693376.637695312,70,58
15749765.30859375,15962089.130859375,65,101
16075181.493164062,16180083.322265625,74,97
16182603.486328125,16287505.315429688,75,91
16346729.170898438,16451631.0,74,91
16499829.137695312,16604730.966796875,71,103
16674665.51953125,16725698.841796875,67,60
16825245.322265625,16983700.637695312,74,101
17362670.30859375,17521440.64453125,74,115
17478282.834960938,17690606.657226562,72,71
17685251.30859375,17790153.137695312,71,76
17792988.322265625,17951443.637695312,74,96
18007832.30859375,18327893.14453125,72,102
18607316.334960938,18873508.6640625,65,106
18932732.51953125,19198924.848632812,70,99
19298156.30859375,19403058.137695312,66,56
19403058.137695312,19615381.959960938,67,81
19618217.14453125,19723118.973632812,70,102
19730994.486328125,19889764.822265625,72,89
19943318.30859375,20048220.137695312,74,115
20051055.322265625,20155642.130859375,75,86
20153121.966796875,20258023.795898438,77,63
20265899.30859375,20370801.137695312,75,101
20373636.322265625,20585960.14453125,74,104
20588480.30859375,20800804.130859375,69,93
20803639.315429688,20854672.637695312,70,61
20911061.30859375,21015963.137695312,72,84
20967765.0,21126220.315429688,69,73
21077707.157226562,21129055.5,70,59
21233642.30859375,21338544.137695312,72,74
21341379.322265625,21607256.630859375,68,92
21835961.51953125,21940863.348632812,67,66
21989061.486328125,22147831.822265625,70,115
22153187.170898438,22258089.0,72,100
22314477.670898438,22472932.986328125,70,94
22523966.30859375,22844027.14453125,70,97
23282220.670898438,23548413.0,67,107
23763256.986328125,23868158.815429688,64,102
23919192.137695312,24077962.473632812,71,88
24088673.170898438,24247128.486328125,69,97
24244608.322265625,24456932.14453125,66,81
24413774.334960938,24518676.1640625,62,95
24572544.670898438,24730999.986328125,63,70
24736355.334960938,24895125.670898438,64,67
24897645.834960938,25002547.6640625,67,107
24997192.315429688,25102094.14453125,71,88
25104614.30859375,25639519.130859375,66,99
25749776.30859375,25908546.64453125,62,59
25860033.486328125,26072357.30859375,67,83
26075192.493164062,26233647.80859375,72,85
26180094.322265625,26231127.64453125,71,78
26241838.341796875,26292871.6640625,72,79
26292871.6640625,26397773.493164062,71,66
26400293.657226562,26559063.993164062,67,63
26499840.137695312,26712163.959960938,72,95
26663965.822265625,26822421.137695312,71,96
26827776.486328125,26986546.822265625,67,92
26986546.822265625,27628873.637695312,65,96
27959645.170898438,28279390.986328125,67,102
28276870.822265625,28435326.137695312,65,89
28435326.137695312,28916677.473632812,69,93
28927388.170898438,29085843.486328125,67,78
29083323.322265625,29295647.14453125,72,87
29252489.334960938,29411259.670898438,70,85
29408424.486328125,29567194.822265625,67,73
29569714.986328125,29728485.322265625,62,64
29728485.322265625,29940809.14453125,65,92
29897651.334960938,30056421.670898438,63,81
30056421.670898438,30214876.986328125,64,91
30268745.493164062,30911072.30859375,69,90
30865394.334960938,30970296.1640625,60,80
31015974.137695312,31443456.966796875,67,90
31508036.170898438,31612938.0,65,90
31666491.486328125,31878815.30859375,72,86
31830617.170898438,31935519.0,70,96
31986552.322265625,32091139.130859375,67,85
32153198.170898438,32311653.486328125,63,80
32314488.670898438,32472943.986328125,66,65
32523977.30859375,32628879.137695312,69,83
32637069.670898438,32795524.986328125,72,92
32800880.334960938,32905782.1640625,74,106
32956815.486328125,33007848.80859375,75,97
33058882.130859375,33163783.959960938,77,75
33169139.30859375,33435331.637695312,74,96
33768623.33496094,33927393.67089844,65,93
33924558.486328125,34083328.822265625,70,77
34091204.33496094,34249974.67089844,74,76
34241784.13769531,34454107.95996094,72,61
34413785.33496094,34572555.67089844,70,83
34569720.486328125,34782044.30859375,69,61
34736366.33496094,34841268.1640625,70,93
34892301.486328125,35104625.30859375,72,78
35058947.33496094,35163849.1640625,70,83
35214882.486328125,35427206.30859375,74,95
35376172.986328125,35696233.822265625,66,94
35749787.30859375,35962111.130859375,69,88
36026690.33496094,36131592.1640625,72,102
36180105.322265625,36392429.14453125,70,93
36343915.986328125,36502686.322265625,65,95
36717530.30859375,36822432.13769531,74,82
36825267.322265625,36983722.63769531,75,94
36994433.33496094,37153203.67089844,74,95
37145013.13769531,37249914.966796875,71,85
37314494.17089844,37419396.0,67,85
37472949.486328125,37685273.30859375,74,83
38005334.14453125,38110235.97363281,74,104
38115591.322265625,38327915.14453125,72,86
38282237.17089844,38387139.0,71,89
38435337.13769531,38594107.47363281,74,94
38653016.30859375,39080499.13769531,72,96
39301013.49316406,39567205.822265625,65,97
39618239.14453125,39884431.47363281,70,96
39940820.14453125,40045721.97363281,66,95
40051077.322265625,40263401.14453125,67,94
40260565.95996094,40365467.7890625,70,93
40379013.67089844,40537468.986328125,72,101
40540304.17089844,40645206.0,74,104
40698759.486328125,40803661.31542969,75,98
40800826.130859375,40905727.95996094,77,80
40911083.30859375,41015985.13769531,75,107
41021340.486328125,41233664.30859375,74,90
41187986.33496094,41454178.6640625,69,116
41448823.31542969,41499856.63769531,70,51
41556245.30859375,41661147.13769531,72,89
41669337.67089844,41827792.986328125,69,94
41771404.31542969,41822437.63769531,70,68
41881661.49316406,42040116.80859375,72,82
41983728.13769531,42303788.97363281,68,87
42478310.33496094,42583212.1640625,67,80
42634245.486328125,42793015.822265625,70,115
42795535.986328125,42900437.81542969,72,95
42956826.486328125,43115596.822265625,70,86
43123472.33496094,43819667.65722656,70,98
85379063.17089844,85537518.48632812,65,86
85534998.32226562,85693453.63769531,70,85
85701644.17089844,85860099.48632812,74,94
85860099.48632812,86072423.30859375,72,64
86021389.98632812,86180160.32226562,70,76
86180160.32226562,86392484.14453125,69,72
86346806.17089844,86451708.0,70,98
86502741.32226562,86715065.14453125,72,90
86671907.33496094,86776809.1640625,70,87
86830677.67089844,87043001.49316406,74,94
86991968.17089844,87311713.98632812,66,84
87360227.14453125,87572550.96679688,69,102
87639650.33496094,87744552.1640625,72,98
87787709.97363281,88000033.79589844,70,100
87959711.17089844,88118166.48632812,65,91
88330490.30859375,88435392.13769531,74,88
88435392.13769531,88594162.47363281,75,87
88607393.33496094,88766163.67089844,74,94
88760808.32226562,88865395.13085938,71,87
88924618.98632812,89029520.81542969,67,83
89083389.32226562,89295713.14453125,74,97
89618294.14453125,89723195.97363281,74,105
89736426.83496094,89948750.65722656,72,88
89895197.17089844,90000099.0,71,94
90053652.48632812,90212422.82226562,74,96
90265976.30859375,90693459.13769531,72,103
90911138.30859375,91177330.63769531,65,101
91236554.49316406,91502746.82226562,70,114
91559135.49316406,91664037.32226562,66,90
91664037.32226562,91876361.14453125,67,93
91878881.30859375,91983783.13769531,70,91
91989138.48632812,92147908.82226562,72,91
92153264.17089844,92258166.0,74,113
92306364.13769531,92411265.96679688,75,98
92416621.31542969,92521523.14453125,77,80
92521523.14453125,92626424.97363281,75,98
92637135.67089844,92849459.49316406,74,91
92795590.98632812,93061783.31542969,69,112
93061783.31542969,93112816.63769531,70,54
93172040.49316406,93276942.32226562,72,80
93279462.48632812,93438232.82226562,69,85
93381529.13085938,93432877.47363281,70,60
93491786.30859375,93650556.64453125,72,87
93599523.32226562,93919269.13769531,68,92
94088750.17089844,94193652.0,67,66
94247205.48632812,94405975.82226562,70,107
94408495.98632812,94513397.81542969,72,101
94569786.48632812,94728556.82226562,70,88
94733912.17089844,95430107.49316406,70,100
95704175.33496094,95809077.1640625,65,77
95857590.32226562,96016045.63769531,70,104
