On,Off,Pitch,Velocity
96024236.17089844,96182691.48632812,74,78
96180171.32226562,96392495.14453125,72,84
96349337.33496094,96508107.67089844,70,105
96499917.13769531,96712240.95996094,69,70
96666562.98632812,96771464.81542969,70,98
96830688.67089844,96989143.98632812,72,83
96989143.98632812,97094045.81542969,70,66
97150434.48632812,97362758.30859375,74,88
97362758.30859375,97521528.64453125,66,105
97685339.30859375,97897663.13085938,69,95
98010755.49316406,98115657.32226562,72,91
98123532.83496094,98282303.17089844,70,74
98330501.30859375,98435403.13769531,65,90
98650562.14453125,98755463.97363281,74,105
98760819.32226562,98919274.63769531,75,83
98929985.33496094,99088755.67089844,74,85
99085920.48632812,99190822.31542969,71,84
99252566.33496094,99357468.1640625,67,81
99403146.13769531,99669338.46679688,74,102
99895208.17089844,100000110.0,74,112
100056498.67089844,100214953.98632812,72,58
100263467.14453125,100368368.97363281,71,69
100373724.32226562,100532179.63769531,74,110
100593923.65722656,100806562.5,72,111
101233730.30859375,101446054.13085938,65,99
101556311.30859375,101768635.13085938,70,110
101830694.17089844,101935596.0,66,96
101989149.48632812,102147919.82226562,67,75
102155795.33496094,102260697.1640625,70,113
102311730.48632812,102470500.82226562,72,84
102473020.98632812,102577922.81542969,74,108
102631791.32226562,102682824.64453125,75,102
102736378.13085938,102841279.95996094,77,61
102849470.49316406,102954372.32226562,75,89
102954372.32226562,103112827.63769531,74,101
103121018.17089844,103333341.99316406,69,104
103387210.5,103438243.82226562,70,50
103440763.98632812,103545665.81542969,72,76
103551021.1640625,103709791.5,69,91
103709791.5,103760824.82226562,70,56
103771535.51953125,103876437.34863281,72,81
103922115.32226562,104349283.13085938,68,89
104413862.33496094,104518764.1640625,66,81
104569797.48632812,104782121.30859375,67,82
104784956.49316406,104889858.32226562,72,98
104895213.67089844,105053668.98632812,70,74
105056504.17089844,105161406.0,67,60
105209604.13769531,105368374.47363281,74,100
105427283.30859375,105532185.13769531,72,104
106072445.30859375,106177347.13769531,65,69
106177347.13769531,106282248.96679688,70,98
106346828.17089844,106451730.0,74,109
106497407.97363281,106655863.2890625,72,78
106669409.17089844,106720442.49316406,70,93
106779666.34863281,106991990.17089844,69,74
106991990.17089844,107096892.0,70,69
107150445.48632812,107362769.30859375,72,93
107314571.17089844,107365604.49316406,70,81
107470506.32226562,107628961.63769531,74,88
107642507.51953125,107800962.83496094,66,79
108002575.95996094,108268768.2890625,69,85
108282314.17089844,108440769.48632812,72,88
108438249.32226562,108596704.63769531,70,58
108650573.14453125,108862896.96679688,65,100
108978509.49316406,109083411.32226562,74,100
109085931.48632812,109190833.31542969,75,92
109252577.33496094,109357479.1640625,74,95
109405992.32226562,109510579.13085938,71,101
109572638.17089844,109623671.49316406,67,62
109731093.48632812,109889863.82226562,74,96
110265998.30859375,110424768.64453125,74,112
110379090.67089844,110591414.49316406,72,74
110588579.30859375,110693481.13769531,71,81
110701671.67089844,110860126.98632812,74,102
110916515.65722656,111236576.49316406,72,100
111502768.82226562,111768646.13085938,65,96
111833225.33496094,112099417.6640625,70,106
112204319.49316406,112309221.32226562,66,55
112309221.32226562,112521545.14453125,67,82
112529420.65722656,112634322.48632812,70,100
112637157.67089844,112795612.98632812,72,91
112846646.30859375,112951548.13769531,74,113
112951548.13769531,113056449.96679688,75,87
113058970.13085938,113163871.95996094,77,65
113169227.30859375,113274129.13769531,75,94
113276964.32226562,113489288.14453125,74,102
113494643.49316406,113706967.31542969,69,105
113712322.6640625,113763355.98632812,70,62
113817224.49316406,113922126.32226562,72,87
113876448.34863281,114034903.6640625,69,68
113978514.99316406,114029548.31542969,70,56
114136970.30859375,114241872.13769531,72,82
114247227.48632812,114513419.81542969,68,90
114728578.82226562,114833165.63085938,67,70
114889869.32226562,115048324.63769531,70,111
115059035.33496094,115163937.1640625,72,95
115212450.32226562,115370905.63769531,70,98
115424774.14453125,115744519.95996094,70,102
116182713.48632812,116448905.81542969,67,109
116671940.33496094,116776842.1640625,64,99
116822520.13769531,116981290.47363281,71,103
116994521.33496094,117153291.67089844,69,102
117147936.32226562,117360260.14453125,66,78
117317102.33496094,117422004.1640625,62,93
117475872.67089844,117634327.98632812,63,79
117639683.33496094,117798453.67089844,64,72
117795618.48632812,117900520.31542969,67,105
117895164.96679688,118000066.79589844,71,92
118007942.30859375,118542847.13085938,66,99
118653104.30859375,118811874.64453125,62,58
118760841.32226562,118973165.14453125,67,94
118975685.30859375,119134455.64453125,72,94
119085942.48632812,119136975.80859375,71,81
119142331.15722656,119193679.5,72,78
119199034.84863281,119303621.65722656,71,54
119301101.49316406,119459556.80859375,67,59
119406003.32226562,119618327.14453125,72,92
119569813.98632812,119728584.32226562,71,101
119733939.67089844,119892394.98632812,67,88
119900585.51953125,120542912.33496094,65,100
120862973.17089844,121182718.98632812,67,100
121177363.63769531,121336133.97363281,65,94
121341489.32226562,121822525.63769531,69,88
121836071.51953125,121994526.83496094,67,76
121986651.32226562,122198975.14453125,72,86
122153297.17089844,122311752.48632812,70,87
122311752.48632812,122470522.82226562,67,82
122473042.98632812,122631813.32226562,62,68
122634333.48632812,122846657.30859375,65,92
122798459.17089844,122956914.48632812,63,85
122959749.67089844,123118204.98632812,64,82
123169238.30859375,123811880.14453125,69,86
123763366.98632812,123868268.81542969,60,80
123924657.48632812,124352140.31542969,67,84
124413884.33496094,124518786.1640625,65,97
124569819.48632812,124782143.30859375,72,87
124739300.51953125,124844202.34863281,70,95
124892400.48632812,124997302.31542969,67,89
125059046.33496094,125217816.67089844,63,79
125220336.83496094,125379107.17089844,66,65
125430140.49316406,125535042.32226562,69,84
