Beat,Position,Pitch,Type
260.0,0,0,1
260.5,0,76,0
261.5,1,74,0
262.0,2,72,0
262.5,3,67,0
263.0,4,65,0
263.5,5,64,0
267.0,6,0,1
268.5,6,76,0
269.5,7,74,0
270.0,8,72,0
270.5,9,67,0
271.0,10,65,0
271.5,11,64,0
276.0,12,0,1
276.5,12,67,0
277.1666666666667,13,65,0
277.8333333333333,14,64,0
278.5,15,62,0
279.0,16,60,0
280.0,17,72,0
281.5,18,69,0
284.5,19,64,0
285.0,20,65,0
285.5,21,66,0
286.0,22,67,0
286.5,23,60,0
287.0,24,63,0
287.5,25,64,0
288.0,26,60,0
292.0,27,0,1
292.5,27,76,0
293.5,28,74,0
294.0,29,72,0
294.5,30,67,0
295.0,31,65,0
295.5,32,64,0
300.0,33,0,1
300.5,33,74,2
300.5,34,76,0
301.5,35,74,0
302.0,36,72,0
302.5,37,67,0
303.0,38,65,0
303.5,39,64,0
307.0,40,0,1
308.5,40,67,0
309.5,41,65,0
310.0,42,64,0
310.5,43,62,0
311.0,44,60,0
311.5,45,72,0
313.5,46,69,0
316.0,47,0,1
316.5,47,64,0
317.5,48,65,0
318.0,49,66,0
318.5,50,67,0
319.0,51,60,0
319.5,52,63,0
320.0,54,60,0
325.0,54,0,1
328.0,54,0,4
