On,Off,Pitch,Velocity
96013909.65833333,98009820.20833333,69,98
98213901.04166667,98338390.35000001,67,94
98471042.89166667,98589409.77499999,69,85
98705735.85000001,98809817.075,71,101
98969000.125,99220019.55,74,104
99326141.58333333,99528181.60833333,71,97
99660834.14999999,99764915.375,67,101
99946547.31666666,101740417.84166667,67,101
101905723.31666666,102177150.825,69,105
102285313.66666667,102409802.97500001,69,112
102609802.19166666,102722046.64999999,69,112
102879188.89166667,103440411.18333334,69,103
103466941.69166666,103756736.47500001,67,96
103850613.65833333,105062853.80833334,71,103
105319995.65833333,105615912.86666666,66,116
105701626.81666666,107230192.25833334,64,103
107275090.04166667,107617945.84166667,66,111
107675088.47500001,109119980.77499999,71,105
109244470.08333333,109491407.89166667,66,111
109613856.39166667,110666913.49166666,64,103
111070993.54166667,111111809.70833333,66,74
111191401.23333333,111313849.73333333,69,92
111309768.11666666,111428135.0,67,61
111413849.34166667,111540379.45833333,66,91
111542420.26666667,111634256.64166667,64,89
111685276.85000001,111773031.60833333,62,106
111934255.46666667,111995479.71666667,63,113
112185274.89166667,112268948.03333333,64,111
112675068.89166667,112783231.73333333,62,91
112917925.08333333,112954659.63333334,63,74
113044455.2,113132209.95833333,64,95
113275066.54166667,113368943.72500001,64,98
113405678.27499999,113470984.14166667,63,97
113670983.35833333,113781187.00833334,62,95
113895472.27499999,113962818.95,63,97
114158736.55,114273021.81666666,64,95
114670979.44166666,114805672.79166667,62,101
114903631.59166667,115015876.05,63,101
115052610.60000001,115181181.52499999,64,92
115289344.36666666,115387303.16666667,63,108
115405670.44166666,115519955.70833333,62,88
115675057.14166667,117407703.41666667,67,113
