Beat,Position,Pitch,Type
0.0,0,0,1
7.0,0,75,0
7.5,1,78,0
8.0,2,0,1
8.5,2,73,0
9.5,3,71,0
10.0,4,70,0
10.5,5,71,0
11.0,6,73,0
11.5,7,75,0
12.0,8,74,0
12.5,9,66,0
13.0,10,69,0
13.5,11,73,0
14.0,12,71,0
15.0,13,73,0
15.5,14,76,0
16.0,15,0,1
16.5,15,71,0
17.5,16,69,0
18.0,17,68,0
18.5,18,69,0
19.0,19,71,0
19.5,20,73,0
20.0,21,72,0
20.0,22,71,3
20.5,23,64,0
21.0,24,67,0
21.5,25,71,0
22.0,26,69,0
23.0,27,71,0
23.5,28,74,0
24.0,29,0,1
24.5,29,71,0
25.5,30,67,0
26.0,31,66,0
26.5,32,69,0
27.0,33,67,0
27.5,34,66,0
30.5,35,69,0
31.0,36,67,0
31.5,37,66,0
36.0,38,0,1
39.0,38,75,0
39.5,39,78,0
40.0,40,0,1
40.5,40,73,0
41.5,41,71,0
42.0,42,70,0
42.5,43,71,0
43.0,44,73,0
43.5,45,75,0
44.0,46,74,0
44.5,47,66,0
45.0,48,69,0
45.5,49,73,0
46.0,50,71,0
47.0,51,73,0
47.5,52,76,0
48.0,53,0,1
48.5,53,71,0
49.5,54,69,0
50.0,55,68,0
50.5,56,69,0
51.0,57,71,0
51.5,58,73,0
52.0,59,72,0
52.5,60,64,0
53.0,61,67,0
53.5,62,71,0
54.0,63,69,0
55.0,64,71,0
55.5,65,74,0
56.0,66,0,1
56.5,66,71,0
57.5,67,67,0
58.0,68,66,0
58.5,69,69,0
59.0,70,67,0
59.5,71,66,0
62.5,72,69,0
63.0,73,67,0
63.5,74,66,0
68.0,75,0,1
70.5,75,68,0
71.0,76,70,0
71.5,77,71,0
75.0,78,73,0
75.5,79,75,0
79.0,80,73,0
79.5,81,71,0
83.0,82,74,2
83.0,83,75,0
83.5,84,68,0
87.0,85,70,0
87.5,86,71,0
91.0,87,73,0
91.5,88,75,0
95.0,89,76,0
95.5,90,78,0
98.0,91,78,0
98.5,92,75,0
99.0,93,76,0
99.5,94,78,0
103.0,95,75,0
103.5,96,78,0
104.0,97,0,1
104.5,97,73,0
105.5,98,71,0
106.0,99,70,0
106.5,100,71,0
107.0,101,73,0
107.5,102,75,0
108.0,103,74,0
108.5,104,66,0
109.0,105,69,0
109.5,106,73,0
110.0,107,71,0
111.0,108,73,0
111.5,109,76,0
112.0,110,0,1
112.5,110,71,0
113.5,111,69,0
114.0,112,68,0
114.5,113,69,0
115.0,114,71,0
115.5,115,73,0
116.0,116,72,0
116.5,117,64,0
117.0,118,67,0
117.5,119,71,0
118.0,120,69,0
119.0,121,71,0
119.5,122,74,0
120.0,123,0,1
120.5,123,71,0
121.5,124,67,0
122.0,125,66,0
122.5,126,69,0
123.0,127,67,0
123.5,128,66,0
126.5,129,69,0
127.0,130,67,0
127.5,131,66,0
132.0,132,0,4
