On,Off,Pitch,Velocity
45793885.18333334,45906130.099999994,69,127
46063272.983333334,46624497.56666666,69,127
46651028.18333334,46940824.150000006,67,126
47034701.71666667,48246946.81666666,71,127
48504089.71666667,48800008.13333334,66,127
48885722.43333334,50414294.11666666,64,127
50459192.08333333,50802049.28333333,66,127
50859192.150000006,52304090.349999994,71,127
52428580.16666667,52675518.983333334,66,127
52797967.983333334,53851029.38333334,64,127
54255111.08333333,54295927.41666667,66,104
54375519.266666666,54497968.266666666,69,122
54493886.63333334,54612254.0,67,91
54597968.28333333,54724498.91666667,66,121
54726539.733333334,54818376.483333334,64,119
54869396.900000006,54957152.016666666,62,127
55118376.53333333,55179601.03333333,63,127
55369396.983333334,55453070.46666667,64,127
55859192.983333334,55967356.266666666,62,121
56102050.16666667,56138784.86666666,63,104
56228580.8,56316335.91666667,64,125
56459193.08333333,56553070.650000006,64,127
56589805.349999994,56655111.483333334,63,127
56855111.516666666,56965315.61666666,62,125
57079601.349999994,57146948.3,63,127
57342866.7,57457152.43333334,64,125
57808172.900000006,57918377.0,62,117
58048989.266666666,58093887.233333334,63,94
58187764.8,58275519.91666667,64,113
58428581.16666667,58546948.53333333,62,127
58663275.08333333,58775520.0,71,127
88191851.43333334,91679607.11666667,72,127
92118382.69999999,94083689.15,72,127
94214301.41666666,94320423.88333333,72,127
94463281.05000001,94610219.85,72,127
94708179.05000001,94828587.23333332,71,127
94930628.06666666,95073485.23333332,71,122
95183689.33333334,95440832.23333332,69,124
95524505.71666667,95646954.71666667,67,124
95751036.36666667,95828587.4,66,127
96014301.71666667,98010220.41666666,69,127
98214302.08333334,98338791.9,67,124
98471444.98333332,98589812.35,69,115
98706138.9,98810220.55000001,71,127
98969404.25,99220424.69999999,74,127
99326547.16666666,99528588.01666668,71,127
99661241.1,99765322.75,67,127
99946955.43333334,101740833.28333333,67,127
101906139.43333334,102177568.05000001,69,127
102285731.33333334,102410221.15,69,127
102610221.18333334,102722466.1,69,127
102879608.98333332,103440833.56666666,69,127
103467364.18333334,103757160.15,67,126
103851037.71666667,105063282.81666666,71,127
105320425.71666667,105616344.13333333,66,127
105702058.43333334,107230630.11666667,64,127
107275528.08333334,107618385.28333333,66,127
107675528.15,109120426.35,71,127
109244916.16666666,109491854.98333332,66,127
109614303.98333332,110667365.38333333,64,127
111071447.08333334,111112263.41666666,66,104
111191855.26666668,111314304.26666668,69,122
111310222.63333333,111428590.0,67,91
111414304.28333333,111540834.91666666,66,121
111542875.73333332,111634712.48333332,64,119
111685732.9,111773488.01666668,62,127
111934712.53333333,111995937.03333333,63,127
112185732.98333332,112269406.46666667,64,127
112675528.98333332,112783692.26666668,62,121
112918386.16666666,112955120.86666667,63,104
113044916.80000001,113132671.91666666,64,125
113275529.08333334,113369406.65,64,127
113406141.35,113471447.48333332,63,127
113671447.51666668,113781651.61666667,62,125
113895937.35,113963284.30000001,63,127
114159202.69999999,114273488.43333334,64,125
114671447.68333334,114806141.58333334,62,127
114904100.78333333,115016345.69999999,63,127
115053080.4,115181651.85,64,122
115289815.13333333,115387774.33333334,63,127
115406141.68333334,115520427.41666666,62,118
115675529.48333332,117408182.83333334,67,127
